ICD-10-CM Code,Model Variable,Models,POA
C6991,Cancer (CC 9 - 14),"HWR,R,E",N
C6992,Cancer (CC 9 - 14),"HWR,R,E",N
C700,Cancer (CC 9 - 14),"HWR,R,E",N
C701,Cancer (CC 9 - 14),"HWR,R,E",N
C709,Cancer (CC 9 - 14),"HWR,R,E",N
C710,Cancer (CC 9 - 14),"HWR,R,E",N
C711,Cancer (CC 9 - 14),"HWR,R,E",N
C712,Cancer (CC 9 - 14),"HWR,R,E",N
C713,Cancer (CC 9 - 14),"HWR,R,E",N
C714,Cancer (CC 9 - 14),"HWR,R,E",N
C715,Cancer (CC 9 - 14),"HWR,R,E",N
C716,Cancer (CC 9 - 14),"HWR,R,E",N
C717,Cancer (CC 9 - 14),"HWR,R,E",N
C718,Cancer (CC 9 - 14),"HWR,R,E",N
C719,Cancer (CC 9 - 14),"HWR,R,E",N
C720,Cancer (CC 9 - 14),"HWR,R,E",N
C721,Cancer (CC 9 - 14),"HWR,R,E",N
C7220,Cancer (CC 9 - 14),"HWR,R,E",N
C7221,Cancer (CC 9 - 14),"HWR,R,E",N
C7222,Cancer (CC 9 - 14),"HWR,R,E",N
C7230,Cancer (CC 9 - 14),"HWR,R,E",N
C7231,Cancer (CC 9 - 14),"HWR,R,E",N
C7232,Cancer (CC 9 - 14),"HWR,R,E",N
C7240,Cancer (CC 9 - 14),"HWR,R,E",N
C7241,Cancer (CC 9 - 14),"HWR,R,E",N
C7242,Cancer (CC 9 - 14),"HWR,R,E",N
C7250,Cancer (CC 9 - 14),"HWR,R,E",N
C7259,Cancer (CC 9 - 14),"HWR,R,E",N
C729,Cancer (CC 9 - 14),"HWR,R,E",N
C73,Cancer (CC 9 - 14),"HWR,R,E",N
C7400,Cancer (CC 9 - 14),"HWR,R,E",N
C7401,Cancer (CC 9 - 14),"HWR,R,E",N
C7402,Cancer (CC 9 - 14),"HWR,R,E",N
C7410,Cancer (CC 9 - 14),"HWR,R,E",N
C7411,Cancer (CC 9 - 14),"HWR,R,E",N
C7412,Cancer (CC 9 - 14),"HWR,R,E",N
C7490,Cancer (CC 9 - 14),"HWR,R,E",N
C7491,Cancer (CC 9 - 14),"HWR,R,E",N
C7492,Cancer (CC 9 - 14),"HWR,R,E",N
C750,Cancer (CC 9 - 14),"HWR,R,E",N
C751,Cancer (CC 9 - 14),"HWR,R,E",N
C752,Cancer (CC 9 - 14),"HWR,R,E",N
C753,Cancer (CC 9 - 14),"HWR,R,E",N
C754,Cancer (CC 9 - 14),"HWR,R,E",N
C755,Cancer (CC 9 - 14),"HWR,R,E",N
C758,Cancer (CC 9 - 14),"HWR,R,E",N
C759,Cancer (CC 9 - 14),"HWR,R,E",N
C760,Cancer (CC 9 - 14),"HWR,R,E",N
C761,Cancer (CC 9 - 14),"HWR,R,E",N
C762,Cancer (CC 9 - 14),"HWR,R,E",N
C763,Cancer (CC 9 - 14),"HWR,R,E",N
C7640,Cancer (CC 9 - 14),"HWR,R,E",N
C7641,Cancer (CC 9 - 14),"HWR,R,E",N
C7642,Cancer (CC 9 - 14),"HWR,R,E",N
C7650,Cancer (CC 9 - 14),"HWR,R,E",N
C7651,Cancer (CC 9 - 14),"HWR,R,E",N
C7652,Cancer (CC 9 - 14),"HWR,R,E",N
C768,Cancer (CC 9 - 14),"HWR,R,E",N
C773,Cancer (CC 9 - 14),"HWR,R,E",N
C779,Cancer (CC 9 - 14),"HWR,R,E",N
C792,Cancer (CC 9 - 14),"HWR,R,E",N
C7981,Cancer (CC 9 - 14),"HWR,R,E",N
C7982,Cancer (CC 9 - 14),"HWR,R,E",N
C7A00,Cancer (CC 9 - 14),"HWR,R,E",N
C7A010,Cancer (CC 9 - 14),"HWR,R,E",N
C7A011,Cancer (CC 9 - 14),"HWR,R,E",N
C7A012,Cancer (CC 9 - 14),"HWR,R,E",N
C7A019,Cancer (CC 9 - 14),"HWR,R,E",N
C7A020,Cancer (CC 9 - 14),"HWR,R,E",N
C7A021,Cancer (CC 9 - 14),"HWR,R,E",N
C7A022,Cancer (CC 9 - 14),"HWR,R,E",N
C7A023,Cancer (CC 9 - 14),"HWR,R,E",N
C7A024,Cancer (CC 9 - 14),"HWR,R,E",N
C7A025,Cancer (CC 9 - 14),"HWR,R,E",N
C7A026,Cancer (CC 9 - 14),"HWR,R,E",N
C7A029,Cancer (CC 9 - 14),"HWR,R,E",N
C7A090,Cancer (CC 9 - 14),"HWR,R,E",N
C7A091,Cancer (CC 9 - 14),"HWR,R,E",N
C7A092,Cancer (CC 9 - 14),"HWR,R,E",N
C7A093,Cancer (CC 9 - 14),"HWR,R,E",N
C7A094,Cancer (CC 9 - 14),"HWR,R,E",N
C7A095,Cancer (CC 9 - 14),"HWR,R,E",N
C7A096,Cancer (CC 9 - 14),"HWR,R,E",N
C7A098,Cancer (CC 9 - 14),"HWR,R,E",N
C7A1,Cancer (CC 9 - 14),"HWR,R,E",N
C7A8,Cancer (CC 9 - 14),"HWR,R,E",N
C801,Cancer (CC 9 - 14),"HWR,R,E",N
C802,Cancer (CC 9 - 14),"HWR,R,E",N
C8100,Cancer (CC 9 - 14),"HWR,R,E",N
C8101,Cancer (CC 9 - 14),"HWR,R,E",N
C8102,Cancer (CC 9 - 14),"HWR,R,E",N
C8103,Cancer (CC 9 - 14),"HWR,R,E",N
C8104,Cancer (CC 9 - 14),"HWR,R,E",N
C8105,Cancer (CC 9 - 14),"HWR,R,E",N
C8106,Cancer (CC 9 - 14),"HWR,R,E",N
C8107,Cancer (CC 9 - 14),"HWR,R,E",N
C8108,Cancer (CC 9 - 14),"HWR,R,E",N
C8109,Cancer (CC 9 - 14),"HWR,R,E",N
C8110,Cancer (CC 9 - 14),"HWR,R,E",N
C8111,Cancer (CC 9 - 14),"HWR,R,E",N
C8112,Cancer (CC 9 - 14),"HWR,R,E",N
C8113,Cancer (CC 9 - 14),"HWR,R,E",N
C8114,Cancer (CC 9 - 14),"HWR,R,E",N
C8115,Cancer (CC 9 - 14),"HWR,R,E",N
C8116,Cancer (CC 9 - 14),"HWR,R,E",N
C8117,Cancer (CC 9 - 14),"HWR,R,E",N
C8118,Cancer (CC 9 - 14),"HWR,R,E",N
C8119,Cancer (CC 9 - 14),"HWR,R,E",N
C8120,Cancer (CC 9 - 14),"HWR,R,E",N
C8121,Cancer (CC 9 - 14),"HWR,R,E",N
C8122,Cancer (CC 9 - 14),"HWR,R,E",N
C8123,Cancer (CC 9 - 14),"HWR,R,E",N
C8124,Cancer (CC 9 - 14),"HWR,R,E",N
C8125,Cancer (CC 9 - 14),"HWR,R,E",N
C8126,Cancer (CC 9 - 14),"HWR,R,E",N
C8127,Cancer (CC 9 - 14),"HWR,R,E",N
C8128,Cancer (CC 9 - 14),"HWR,R,E",N
C8129,Cancer (CC 9 - 14),"HWR,R,E",N
C8130,Cancer (CC 9 - 14),"HWR,R,E",N
C8131,Cancer (CC 9 - 14),"HWR,R,E",N
C8132,Cancer (CC 9 - 14),"HWR,R,E",N
C8133,Cancer (CC 9 - 14),"HWR,R,E",N
C8134,Cancer (CC 9 - 14),"HWR,R,E",N
C8135,Cancer (CC 9 - 14),"HWR,R,E",N
C8136,Cancer (CC 9 - 14),"HWR,R,E",N
C8137,Cancer (CC 9 - 14),"HWR,R,E",N
C8138,Cancer (CC 9 - 14),"HWR,R,E",N
C8139,Cancer (CC 9 - 14),"HWR,R,E",N
C8140,Cancer (CC 9 - 14),"HWR,R,E",N
C8141,Cancer (CC 9 - 14),"HWR,R,E",N
C8142,Cancer (CC 9 - 14),"HWR,R,E",N
C8143,Cancer (CC 9 - 14),"HWR,R,E",N
C8144,Cancer (CC 9 - 14),"HWR,R,E",N
C8145,Cancer (CC 9 - 14),"HWR,R,E",N
C8146,Cancer (CC 9 - 14),"HWR,R,E",N
C8147,Cancer (CC 9 - 14),"HWR,R,E",N
C8148,Cancer (CC 9 - 14),"HWR,R,E",N
C8149,Cancer (CC 9 - 14),"HWR,R,E",N
C8170,Cancer (CC 9 - 14),"HWR,R,E",N
C8171,Cancer (CC 9 - 14),"HWR,R,E",N
C8172,Cancer (CC 9 - 14),"HWR,R,E",N
C8173,Cancer (CC 9 - 14),"HWR,R,E",N
C8174,Cancer (CC 9 - 14),"HWR,R,E",N
C8175,Cancer (CC 9 - 14),"HWR,R,E",N
C8176,Cancer (CC 9 - 14),"HWR,R,E",N
C8177,Cancer (CC 9 - 14),"HWR,R,E",N
C8178,Cancer (CC 9 - 14),"HWR,R,E",N
C8179,Cancer (CC 9 - 14),"HWR,R,E",N
C8190,Cancer (CC 9 - 14),"HWR,R,E",N
C8191,Cancer (CC 9 - 14),"HWR,R,E",N
C8192,Cancer (CC 9 - 14),"HWR,R,E",N
C8193,Cancer (CC 9 - 14),"HWR,R,E",N
C8194,Cancer (CC 9 - 14),"HWR,R,E",N
C8195,Cancer (CC 9 - 14),"HWR,R,E",N
C8196,Cancer (CC 9 - 14),"HWR,R,E",N
C8197,Cancer (CC 9 - 14),"HWR,R,E",N
C8198,Cancer (CC 9 - 14),"HWR,R,E",N
C8199,Cancer (CC 9 - 14),"HWR,R,E",N
C8200,Cancer (CC 9 - 14),"HWR,R,E",N
C8201,Cancer (CC 9 - 14),"HWR,R,E",N
C8202,Cancer (CC 9 - 14),"HWR,R,E",N
C8203,Cancer (CC 9 - 14),"HWR,R,E",N
C8204,Cancer (CC 9 - 14),"HWR,R,E",N
C8205,Cancer (CC 9 - 14),"HWR,R,E",N
C8206,Cancer (CC 9 - 14),"HWR,R,E",N
C8207,Cancer (CC 9 - 14),"HWR,R,E",N
C8208,Cancer (CC 9 - 14),"HWR,R,E",N
C8209,Cancer (CC 9 - 14),"HWR,R,E",N
C8210,Cancer (CC 9 - 14),"HWR,R,E",N
C8211,Cancer (CC 9 - 14),"HWR,R,E",N
C8212,Cancer (CC 9 - 14),"HWR,R,E",N
C8213,Cancer (CC 9 - 14),"HWR,R,E",N
C8214,Cancer (CC 9 - 14),"HWR,R,E",N
C8215,Cancer (CC 9 - 14),"HWR,R,E",N
C8216,Cancer (CC 9 - 14),"HWR,R,E",N
C8217,Cancer (CC 9 - 14),"HWR,R,E",N
C8218,Cancer (CC 9 - 14),"HWR,R,E",N
C8219,Cancer (CC 9 - 14),"HWR,R,E",N
C8220,Cancer (CC 9 - 14),"HWR,R,E",N
C8221,Cancer (CC 9 - 14),"HWR,R,E",N
C8222,Cancer (CC 9 - 14),"HWR,R,E",N
C8223,Cancer (CC 9 - 14),"HWR,R,E",N
C8224,Cancer (CC 9 - 14),"HWR,R,E",N
C8225,Cancer (CC 9 - 14),"HWR,R,E",N
C8226,Cancer (CC 9 - 14),"HWR,R,E",N
C8227,Cancer (CC 9 - 14),"HWR,R,E",N
C8228,Cancer (CC 9 - 14),"HWR,R,E",N
C8229,Cancer (CC 9 - 14),"HWR,R,E",N
C8230,Cancer (CC 9 - 14),"HWR,R,E",N
C8231,Cancer (CC 9 - 14),"HWR,R,E",N
C8232,Cancer (CC 9 - 14),"HWR,R,E",N
C8233,Cancer (CC 9 - 14),"HWR,R,E",N
C8234,Cancer (CC 9 - 14),"HWR,R,E",N
C8235,Cancer (CC 9 - 14),"HWR,R,E",N
C8236,Cancer (CC 9 - 14),"HWR,R,E",N
C8237,Cancer (CC 9 - 14),"HWR,R,E",N
C8238,Cancer (CC 9 - 14),"HWR,R,E",N
C8239,Cancer (CC 9 - 14),"HWR,R,E",N
C8240,Cancer (CC 9 - 14),"HWR,R,E",N
C8241,Cancer (CC 9 - 14),"HWR,R,E",N
C8242,Cancer (CC 9 - 14),"HWR,R,E",N
C8243,Cancer (CC 9 - 14),"HWR,R,E",N
C8244,Cancer (CC 9 - 14),"HWR,R,E",N
C8245,Cancer (CC 9 - 14),"HWR,R,E",N
C8246,Cancer (CC 9 - 14),"HWR,R,E",N
C8247,Cancer (CC 9 - 14),"HWR,R,E",N
C8248,Cancer (CC 9 - 14),"HWR,R,E",N
C8249,Cancer (CC 9 - 14),"HWR,R,E",N
C8250,Cancer (CC 9 - 14),"HWR,R,E",N
C8251,Cancer (CC 9 - 14),"HWR,R,E",N
C8252,Cancer (CC 9 - 14),"HWR,R,E",N
C8253,Cancer (CC 9 - 14),"HWR,R,E",N
C8254,Cancer (CC 9 - 14),"HWR,R,E",N
C8255,Cancer (CC 9 - 14),"HWR,R,E",N
C8256,Cancer (CC 9 - 14),"HWR,R,E",N
C8257,Cancer (CC 9 - 14),"HWR,R,E",N
C8258,Cancer (CC 9 - 14),"HWR,R,E",N
C8259,Cancer (CC 9 - 14),"HWR,R,E",N
C8260,Cancer (CC 9 - 14),"HWR,R,E",N
C8261,Cancer (CC 9 - 14),"HWR,R,E",N
C8262,Cancer (CC 9 - 14),"HWR,R,E",N
C8263,Cancer (CC 9 - 14),"HWR,R,E",N
C8264,Cancer (CC 9 - 14),"HWR,R,E",N
C8265,Cancer (CC 9 - 14),"HWR,R,E",N
C8266,Cancer (CC 9 - 14),"HWR,R,E",N
C8267,Cancer (CC 9 - 14),"HWR,R,E",N
C8268,Cancer (CC 9 - 14),"HWR,R,E",N
C8269,Cancer (CC 9 - 14),"HWR,R,E",N
C8280,Cancer (CC 9 - 14),"HWR,R,E",N
C8281,Cancer (CC 9 - 14),"HWR,R,E",N
C8282,Cancer (CC 9 - 14),"HWR,R,E",N
C8283,Cancer (CC 9 - 14),"HWR,R,E",N
C8284,Cancer (CC 9 - 14),"HWR,R,E",N
C8285,Cancer (CC 9 - 14),"HWR,R,E",N
C8286,Cancer (CC 9 - 14),"HWR,R,E",N
C8287,Cancer (CC 9 - 14),"HWR,R,E",N
C8288,Cancer (CC 9 - 14),"HWR,R,E",N
C8289,Cancer (CC 9 - 14),"HWR,R,E",N
C8290,Cancer (CC 9 - 14),"HWR,R,E",N
C8291,Cancer (CC 9 - 14),"HWR,R,E",N
C8292,Cancer (CC 9 - 14),"HWR,R,E",N
C8293,Cancer (CC 9 - 14),"HWR,R,E",N
C8294,Cancer (CC 9 - 14),"HWR,R,E",N
C8295,Cancer (CC 9 - 14),"HWR,R,E",N
C8296,Cancer (CC 9 - 14),"HWR,R,E",N
C8297,Cancer (CC 9 - 14),"HWR,R,E",N
C8298,Cancer (CC 9 - 14),"HWR,R,E",N
C8299,Cancer (CC 9 - 14),"HWR,R,E",N
C8300,Cancer (CC 9 - 14),"HWR,R,E",N
C8301,Cancer (CC 9 - 14),"HWR,R,E",N
C8302,Cancer (CC 9 - 14),"HWR,R,E",N
C8303,Cancer (CC 9 - 14),"HWR,R,E",N
C8304,Cancer (CC 9 - 14),"HWR,R,E",N
C8305,Cancer (CC 9 - 14),"HWR,R,E",N
C8306,Cancer (CC 9 - 14),"HWR,R,E",N
C8307,Cancer (CC 9 - 14),"HWR,R,E",N
C8308,Cancer (CC 9 - 14),"HWR,R,E",N
C8309,Cancer (CC 9 - 14),"HWR,R,E",N
C8310,Cancer (CC 9 - 14),"HWR,R,E",N
C8311,Cancer (CC 9 - 14),"HWR,R,E",N
C8312,Cancer (CC 9 - 14),"HWR,R,E",N
C8313,Cancer (CC 9 - 14),"HWR,R,E",N
C8314,Cancer (CC 9 - 14),"HWR,R,E",N
C8315,Cancer (CC 9 - 14),"HWR,R,E",N
C8316,Cancer (CC 9 - 14),"HWR,R,E",N
C8317,Cancer (CC 9 - 14),"HWR,R,E",N
C8318,Cancer (CC 9 - 14),"HWR,R,E",N
C8319,Cancer (CC 9 - 14),"HWR,R,E",N
C8330,Cancer (CC 9 - 14),"HWR,R,E",N
C8331,Cancer (CC 9 - 14),"HWR,R,E",N
C8332,Cancer (CC 9 - 14),"HWR,R,E",N
C8333,Cancer (CC 9 - 14),"HWR,R,E",N
C8334,Cancer (CC 9 - 14),"HWR,R,E",N
C8335,Cancer (CC 9 - 14),"HWR,R,E",N
C8336,Cancer (CC 9 - 14),"HWR,R,E",N
C8337,Cancer (CC 9 - 14),"HWR,R,E",N
C8338,Cancer (CC 9 - 14),"HWR,R,E",N
C8339,Cancer (CC 9 - 14),"HWR,R,E",N
C8350,Cancer (CC 9 - 14),"HWR,R,E",N
C8351,Cancer (CC 9 - 14),"HWR,R,E",N
C8352,Cancer (CC 9 - 14),"HWR,R,E",N
C8353,Cancer (CC 9 - 14),"HWR,R,E",N
C8354,Cancer (CC 9 - 14),"HWR,R,E",N
C8355,Cancer (CC 9 - 14),"HWR,R,E",N
C8356,Cancer (CC 9 - 14),"HWR,R,E",N
C8357,Cancer (CC 9 - 14),"HWR,R,E",N
C8358,Cancer (CC 9 - 14),"HWR,R,E",N
C8359,Cancer (CC 9 - 14),"HWR,R,E",N
C8370,Cancer (CC 9 - 14),"HWR,R,E",N
C8371,Cancer (CC 9 - 14),"HWR,R,E",N
C8372,Cancer (CC 9 - 14),"HWR,R,E",N
C8373,Cancer (CC 9 - 14),"HWR,R,E",N
C8374,Cancer (CC 9 - 14),"HWR,R,E",N
C8375,Cancer (CC 9 - 14),"HWR,R,E",N
C8376,Cancer (CC 9 - 14),"HWR,R,E",N
C8377,Cancer (CC 9 - 14),"HWR,R,E",N
C8378,Cancer (CC 9 - 14),"HWR,R,E",N
C8379,Cancer (CC 9 - 14),"HWR,R,E",N
C8380,Cancer (CC 9 - 14),"HWR,R,E",N
C8381,Cancer (CC 9 - 14),"HWR,R,E",N
C8382,Cancer (CC 9 - 14),"HWR,R,E",N
C8383,Cancer (CC 9 - 14),"HWR,R,E",N
C8384,Cancer (CC 9 - 14),"HWR,R,E",N
C8385,Cancer (CC 9 - 14),"HWR,R,E",N
C8386,Cancer (CC 9 - 14),"HWR,R,E",N
C8387,Cancer (CC 9 - 14),"HWR,R,E",N
C8388,Cancer (CC 9 - 14),"HWR,R,E",N
C8389,Cancer (CC 9 - 14),"HWR,R,E",N
C8390,Cancer (CC 9 - 14),"HWR,R,E",N
C8391,Cancer (CC 9 - 14),"HWR,R,E",N
C8392,Cancer (CC 9 - 14),"HWR,R,E",N
C8393,Cancer (CC 9 - 14),"HWR,R,E",N
C8394,Cancer (CC 9 - 14),"HWR,R,E",N
C8395,Cancer (CC 9 - 14),"HWR,R,E",N
C8396,Cancer (CC 9 - 14),"HWR,R,E",N
C8397,Cancer (CC 9 - 14),"HWR,R,E",N
C8398,Cancer (CC 9 - 14),"HWR,R,E",N
C8399,Cancer (CC 9 - 14),"HWR,R,E",N
C8400,Cancer (CC 9 - 14),"HWR,R,E",N
C8401,Cancer (CC 9 - 14),"HWR,R,E",N
C8402,Cancer (CC 9 - 14),"HWR,R,E",N
C8403,Cancer (CC 9 - 14),"HWR,R,E",N
C8404,Cancer (CC 9 - 14),"HWR,R,E",N
C8405,Cancer (CC 9 - 14),"HWR,R,E",N
C8406,Cancer (CC 9 - 14),"HWR,R,E",N
C8407,Cancer (CC 9 - 14),"HWR,R,E",N
C8408,Cancer (CC 9 - 14),"HWR,R,E",N
C8409,Cancer (CC 9 - 14),"HWR,R,E",N
C8410,Cancer (CC 9 - 14),"HWR,R,E",N
C8411,Cancer (CC 9 - 14),"HWR,R,E",N
C8412,Cancer (CC 9 - 14),"HWR,R,E",N
C8413,Cancer (CC 9 - 14),"HWR,R,E",N
C8414,Cancer (CC 9 - 14),"HWR,R,E",N
C8415,Cancer (CC 9 - 14),"HWR,R,E",N
C8416,Cancer (CC 9 - 14),"HWR,R,E",N
C8417,Cancer (CC 9 - 14),"HWR,R,E",N
C8418,Cancer (CC 9 - 14),"HWR,R,E",N
C8419,Cancer (CC 9 - 14),"HWR,R,E",N
C8440,Cancer (CC 9 - 14),"HWR,R,E",N
C8441,Cancer (CC 9 - 14),"HWR,R,E",N
C8442,Cancer (CC 9 - 14),"HWR,R,E",N
C8443,Cancer (CC 9 - 14),"HWR,R,E",N
C8444,Cancer (CC 9 - 14),"HWR,R,E",N
C8445,Cancer (CC 9 - 14),"HWR,R,E",N
C8446,Cancer (CC 9 - 14),"HWR,R,E",N
C8447,Cancer (CC 9 - 14),"HWR,R,E",N
C8448,Cancer (CC 9 - 14),"HWR,R,E",N
C8449,Cancer (CC 9 - 14),"HWR,R,E",N
C8460,Cancer (CC 9 - 14),"HWR,R,E",N
C8461,Cancer (CC 9 - 14),"HWR,R,E",N
C8462,Cancer (CC 9 - 14),"HWR,R,E",N
C8463,Cancer (CC 9 - 14),"HWR,R,E",N
C8464,Cancer (CC 9 - 14),"HWR,R,E",N
C8465,Cancer (CC 9 - 14),"HWR,R,E",N
C8466,Cancer (CC 9 - 14),"HWR,R,E",N
C8467,Cancer (CC 9 - 14),"HWR,R,E",N
C8468,Cancer (CC 9 - 14),"HWR,R,E",N
C8469,Cancer (CC 9 - 14),"HWR,R,E",N
C8470,Cancer (CC 9 - 14),"HWR,R,E",N
C8471,Cancer (CC 9 - 14),"HWR,R,E",N
C8472,Cancer (CC 9 - 14),"HWR,R,E",N
C8473,Cancer (CC 9 - 14),"HWR,R,E",N
C8474,Cancer (CC 9 - 14),"HWR,R,E",N
C8475,Cancer (CC 9 - 14),"HWR,R,E",N
C8476,Cancer (CC 9 - 14),"HWR,R,E",N
C8477,Cancer (CC 9 - 14),"HWR,R,E",N
C8478,Cancer (CC 9 - 14),"HWR,R,E",N
C8479,Cancer (CC 9 - 14),"HWR,R,E",N
C847A,Cancer (CC 9 - 14),"HWR,R,E",N
C8490,Cancer (CC 9 - 14),"HWR,R,E",N
C8491,Cancer (CC 9 - 14),"HWR,R,E",N
C8492,Cancer (CC 9 - 14),"HWR,R,E",N
C8493,Cancer (CC 9 - 14),"HWR,R,E",N
C8494,Cancer (CC 9 - 14),"HWR,R,E",N
C8495,Cancer (CC 9 - 14),"HWR,R,E",N
C8496,Cancer (CC 9 - 14),"HWR,R,E",N
C8497,Cancer (CC 9 - 14),"HWR,R,E",N
C8498,Cancer (CC 9 - 14),"HWR,R,E",N
C8499,Cancer (CC 9 - 14),"HWR,R,E",N
C84A0,Cancer (CC 9 - 14),"HWR,R,E",N
C84A1,Cancer (CC 9 - 14),"HWR,R,E",N
C84A2,Cancer (CC 9 - 14),"HWR,R,E",N
C84A3,Cancer (CC 9 - 14),"HWR,R,E",N
C84A4,Cancer (CC 9 - 14),"HWR,R,E",N
C84A5,Cancer (CC 9 - 14),"HWR,R,E",N
C84A6,Cancer (CC 9 - 14),"HWR,R,E",N
C84A7,Cancer (CC 9 - 14),"HWR,R,E",N
C84A8,Cancer (CC 9 - 14),"HWR,R,E",N
C84A9,Cancer (CC 9 - 14),"HWR,R,E",N
C84Z0,Cancer (CC 9 - 14),"HWR,R,E",N
C84Z1,Cancer (CC 9 - 14),"HWR,R,E",N
C84Z2,Cancer (CC 9 - 14),"HWR,R,E",N
C84Z3,Cancer (CC 9 - 14),"HWR,R,E",N
C84Z4,Cancer (CC 9 - 14),"HWR,R,E",N
C84Z5,Cancer (CC 9 - 14),"HWR,R,E",N
C84Z6,Cancer (CC 9 - 14),"HWR,R,E",N
C84Z7,Cancer (CC 9 - 14),"HWR,R,E",N
C84Z8,Cancer (CC 9 - 14),"HWR,R,E",N
C84Z9,Cancer (CC 9 - 14),"HWR,R,E",N
C8510,Cancer (CC 9 - 14),"HWR,R,E",N
C8511,Cancer (CC 9 - 14),"HWR,R,E",N
C8512,Cancer (CC 9 - 14),"HWR,R,E",N
C8513,Cancer (CC 9 - 14),"HWR,R,E",N
C8514,Cancer (CC 9 - 14),"HWR,R,E",N
C8515,Cancer (CC 9 - 14),"HWR,R,E",N
C8516,Cancer (CC 9 - 14),"HWR,R,E",N
C8517,Cancer (CC 9 - 14),"HWR,R,E",N
C8518,Cancer (CC 9 - 14),"HWR,R,E",N
C8519,Cancer (CC 9 - 14),"HWR,R,E",N
C8520,Cancer (CC 9 - 14),"HWR,R,E",N
C8521,Cancer (CC 9 - 14),"HWR,R,E",N
C8522,Cancer (CC 9 - 14),"HWR,R,E",N
C8523,Cancer (CC 9 - 14),"HWR,R,E",N
C8524,Cancer (CC 9 - 14),"HWR,R,E",N
C8525,Cancer (CC 9 - 14),"HWR,R,E",N
C8526,Cancer (CC 9 - 14),"HWR,R,E",N
C8527,Cancer (CC 9 - 14),"HWR,R,E",N
C8528,Cancer (CC 9 - 14),"HWR,R,E",N
C8529,Cancer (CC 9 - 14),"HWR,R,E",N
C8580,Cancer (CC 9 - 14),"HWR,R,E",N
C8581,Cancer (CC 9 - 14),"HWR,R,E",N
C8582,Cancer (CC 9 - 14),"HWR,R,E",N
C8583,Cancer (CC 9 - 14),"HWR,R,E",N
C8584,Cancer (CC 9 - 14),"HWR,R,E",N
C8585,Cancer (CC 9 - 14),"HWR,R,E",N
C8586,Cancer (CC 9 - 14),"HWR,R,E",N
C8587,Cancer (CC 9 - 14),"HWR,R,E",N
C8588,Cancer (CC 9 - 14),"HWR,R,E",N
C8589,Cancer (CC 9 - 14),"HWR,R,E",N
C8590,Cancer (CC 9 - 14),"HWR,R,E",N
C8591,Cancer (CC 9 - 14),"HWR,R,E",N
C8592,Cancer (CC 9 - 14),"HWR,R,E",N
C8593,Cancer (CC 9 - 14),"HWR,R,E",N
C8594,Cancer (CC 9 - 14),"HWR,R,E",N
C8595,Cancer (CC 9 - 14),"HWR,R,E",N
C8596,Cancer (CC 9 - 14),"HWR,R,E",N
C8597,Cancer (CC 9 - 14),"HWR,R,E",N
C8598,Cancer (CC 9 - 14),"HWR,R,E",N
C8599,Cancer (CC 9 - 14),"HWR,R,E",N
C860,Cancer (CC 9 - 14),"HWR,R,E",N
C861,Cancer (CC 9 - 14),"HWR,R,E",N
C862,Cancer (CC 9 - 14),"HWR,R,E",N
C863,Cancer (CC 9 - 14),"HWR,R,E",N
C864,Cancer (CC 9 - 14),"HWR,R,E",N
C865,Cancer (CC 9 - 14),"HWR,R,E",N
C866,Cancer (CC 9 - 14),"HWR,R,E",N
C882,Cancer (CC 9 - 14),"HWR,R,E",N
C883,Cancer (CC 9 - 14),"HWR,R,E",N
C884,Cancer (CC 9 - 14),"HWR,R,E",N
C888,Cancer (CC 9 - 14),"HWR,R,E",N
C889,Cancer (CC 9 - 14),"HWR,R,E",N
C9000,Cancer (CC 9 - 14),"HWM,HWR,M,R,E",N
C9001,Cancer (CC 9 - 14),"HWM,HWR,M,R,E",N
C9002,Cancer (CC 9 - 14),"HWM,HWR,M,R,E",N
C9010,Cancer (CC 9 - 14),"HWM,HWR,M,R,E",N
C9011,Cancer (CC 9 - 14),"HWM,HWR,M,R,E",N
C9012,Cancer (CC 9 - 14),"HWM,HWR,M,R,E",N
C9020,Cancer (CC 9 - 14),"HWM,HWR,M,R,E",N
C9021,Cancer (CC 9 - 14),"HWM,HWR,M,R,E",N
C9022,Cancer (CC 9 - 14),"HWM,HWR,M,R,E",N
C9030,Cancer (CC 9 - 14),"HWR,R,E",N
C9031,Cancer (CC 9 - 14),"HWR,R,E",N
C9032,Cancer (CC 9 - 14),"HWR,R,E",N
C9110,Cancer (CC 9 - 14),"HWR,R,E",N
C9111,Cancer (CC 9 - 14),"HWR,R,E",N
C9112,Cancer (CC 9 - 14),"HWR,R,E",N
C9130,Cancer (CC 9 - 14),"HWR,R,E",N
C9131,Cancer (CC 9 - 14),"HWR,R,E",N
C9132,Cancer (CC 9 - 14),"HWR,R,E",N
C9140,Cancer (CC 9 - 14),"HWR,R,E",N
C9141,Cancer (CC 9 - 14),"HWR,R,E",N
C9142,Cancer (CC 9 - 14),"HWR,R,E",N
C9150,Cancer (CC 9 - 14),"HWR,R,E",N
C9151,Cancer (CC 9 - 14),"HWR,R,E",N
C9152,Cancer (CC 9 - 14),"HWR,R,E",N
C9160,Cancer (CC 9 - 14),"HWR,R,E",N
C9161,Cancer (CC 9 - 14),"HWR,R,E",N
C9162,Cancer (CC 9 - 14),"HWR,R,E",N
C9190,Cancer (CC 9 - 14),"HWR,R,E",N
